transaction_id,session_id,user_id,order_timestamp,order_date,device_category,country,source,medium,campaign,channel_group,order_value,item_revenue_sum,item_count,distinct_products,distinct_categories,categories,order_seq,is_first_order,days_since_previous_order,avg_item_value,order_hour,order_day_of_week,order_value_rank
T0004057,3401988.9505401959.1732798937,3401988.9505401959,2024-11-28 13:03:55.826066,2024-11-28,desktop,Brazil,google,organic,(organic),Organic Search,43.12,43.12,2.0,1,1,['Apparel'],1,True,,21.56,13,Thursday,1630
T0002849,2016260.3889723651.1731259490,2016260.3889723651,2024-11-10 17:30:27.806336,2024-11-10,desktop,France,google,organic,(organic),Organic Search,43.12,43.12,3.0,2,2,['Office' 'Stationery'],1,True,,14.37,17,Sunday,1630
T0001175,5425490.3443060130.1728200315,5425490.3443060130,2024-10-06 07:48:54.561815,2024-10-06,mobile,Australia,(direct),(none),(direct),Direct,43.12,43.12,2.0,2,2,['Accessories' 'Drinkware'],1,True,,21.56,7,Sunday,1630
T0000444,4951658.7544729882.1726574880,4951658.7544729882,2024-09-17 12:18:36.149862,2024-09-17,desktop,Japan,(direct),(none),(direct),Direct,43.12,43.12,2.0,1,1,['Apparel'],1,True,,21.56,12,Tuesday,1630
T0003258,2378191.3212972988.1732025399,2378191.3212972988,2024-11-19 14:27:12.925892,2024-11-19,tablet,United States,google,organic,(organic),Organic Search,43.01,43.01,3.0,2,1,['Accessories'],1,True,,14.34,14,Tuesday,1631
T0002781,4713189.4101027158.1731155668,4713189.4101027158,2024-11-09 12:49:50.661468,2024-11-09,mobile,India,google,cpc,shopping_feed,Paid,42.99,42.99,3.0,2,2,['Drinkware' 'Office'],2,False,26,14.33,12,Saturday,1632
T0003119,3940266.7924098629.1731773357,3940266.7924098629,2024-11-16 16:11:35.112653,2024-11-16,desktop,United States,(direct),(none),(direct),Direct,42.96,42.96,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.48,16,Saturday,1633
T0001313,3311646.2524446250.1728487972,3311646.2524446250,2024-10-09 15:31:49.081155,2024-10-09,tablet,United States,google,cpc,brand_search,Paid,42.85,42.85,2.0,2,2,['Accessories' 'Drinkware'],1,True,,21.43,15,Wednesday,1634
T0000823,3536100.3676685410.1727434635,3536100.3676685410,2024-09-27 11:00:56.513627,2024-09-27,mobile,India,newsletter,email,weekly_drop,Email,42.81,42.81,2.0,2,2,['Electronics' 'Lifestyle'],1,True,,21.41,11,Friday,1635
T0002864,2360386.7184892400.1731277985,2360386.7184892400,2024-11-10 22:25:53.036267,2024-11-10,tablet,United States,google,organic,(organic),Organic Search,42.57,42.57,1.0,1,1,['Apparel'],2,False,3,42.57,22,Sunday,1636
T0002177,7866679.7890905995.1730126250,7866679.7890905995,2024-10-28 14:48:55.344923,2024-10-28,mobile,Canada,google,cpc,brand_search,Paid,42.57,42.57,1.0,1,1,['Apparel'],1,True,,42.57,14,Monday,1636
T0000342,9328985.4386199356.1726342384,9328985.4386199356,2024-09-14 19:34:55.328903,2024-09-14,mobile,United States,google,organic,(organic),Organic Search,42.57,42.57,1.0,1,1,['Apparel'],1,True,,42.57,19,Saturday,1636
T0001950,8823443.7891127784.1729713300,8823443.7891127784,2024-10-23 20:01:15.973192,2024-10-23,mobile,United States,google,cpc,shopping_feed,Paid,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,20,Wednesday,1637
T0003290,3860789.7373561263.1732059822,3860789.7373561263,2024-11-19 23:43:10.357749,2024-11-19,desktop,United States,(direct),(none),(direct),Direct,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,23,Tuesday,1637
T0001321,8226204.5742759608.1728508043,8226204.5742759608,2024-10-09 21:09:43.609922,2024-10-09,desktop,Germany,google,organic,(organic),Organic Search,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,21,Wednesday,1637
T0003632,9991476.9691070160.1732560938,9991476.9691070160,2024-11-25 18:58:01.403298,2024-11-25,desktop,United States,google,cpc,brand_search,Paid,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,18,Monday,1637
T0002150,5959886.4962239498.1730064844,5959886.4962239498,2024-10-27 21:37:55.065385,2024-10-27,desktop,United States,facebook,paid_social,prospecting_broad,Paid,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,21,Sunday,1637
T0001989,2462301.1723241118.1729797105,2462301.1723241118,2024-10-24 19:10:15.106143,2024-10-24,mobile,United States,(direct),(none),(direct),Direct,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,19,Thursday,1637
T0001169,6488643.8650112586.1728186005,6488643.8650112586,2024-10-06 03:33:36.090938,2024-10-06,mobile,United States,google,cpc,brand_search,Paid,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,3,Sunday,1637
T0002163,3621366.7881822350.1730091234,3621366.7881822350,2024-10-28 04:55:17.454623,2024-10-28,mobile,United States,google,organic,(organic),Organic Search,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,4,Monday,1637
T0004469,7603076.4186115680.1733000271,7603076.4186115680,2024-11-30 21:01:26.952695,2024-11-30,tablet,United States,(direct),(none),(direct),Direct,42.53,42.53,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.27,21,Saturday,1637
T0000457,1702597.1236648009.1726606669,1702597.1236648009,2024-09-17 21:00:45.972171,2024-09-17,desktop,United States,facebook,paid_social,prospecting_broad,Paid,42.51,42.51,2.0,2,2,['Apparel' 'Drinkware'],1,True,,21.26,21,Tuesday,1638
T0004242,7405935.7658666039.1732881073,7405935.7658666039,2024-11-29 11:54:20.481597,2024-11-29,desktop,India,(direct),(none),(direct),Direct,42.43,42.43,2.0,2,2,['Drinkware' 'Headgear'],1,True,,21.22,11,Friday,1639
T0000996,4519225.4883320832.1727789329,4519225.4883320832,2024-10-01 13:37:43.050716,2024-10-01,desktop,India,facebook,paid_social,prospecting_broad,Paid,42.4,42.4,2.0,2,2,['Apparel' 'Lifestyle'],1,True,,21.2,13,Tuesday,1640
T0002774,5956366.7589518786.1731141497,5956366.7589518786,2024-11-09 08:44:20.011448,2024-11-09,desktop,United States,newsletter,email,weekly_drop,Email,42.39,42.39,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.2,8,Saturday,1641
T0004347,2513725.8285093840.1732922721,2513725.8285093840,2024-11-29 23:31:39.238439,2024-11-29,desktop,Japan,google,cpc,brand_search,Paid,42.39,42.39,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.2,23,Friday,1641
T0003373,5657947.2419599827.1732208324,5657947.2419599827,2024-11-21 17:07:56.466310,2024-11-21,mobile,United States,google,cpc,brand_search,Paid,42.39,42.39,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.2,17,Thursday,1641
T0002523,3041565.1308441170.1730700646,3041565.1308441170,2024-11-04 06:13:17.120866,2024-11-04,desktop,United States,partners,affiliate,coupon_partners,Affiliate,42.39,42.39,2.0,2,2,['Accessories' 'Stationery'],1,True,,21.2,6,Monday,1641
T0001973,5466374.3616526654.1729766314,5466374.3616526654,2024-10-24 10:41:53.851533,2024-10-24,mobile,United States,google,cpc,brand_search,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,10,Thursday,1642
T0000788,6714718.9119393906.1727346462,6714718.9119393906,2024-09-26 10:35:07.367553,2024-09-26,desktop,India,facebook,paid_social,prospecting_broad,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,10,Thursday,1642
T0002963,8336293.5066502946.1731465294,8336293.5066502946,2024-11-13 02:44:55.062021,2024-11-13,desktop,Brazil,google,organic,(organic),Organic Search,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,2,Wednesday,1642
T0001653,1264725.4827437875.1729174967,1264725.4827437875,2024-10-17 14:20:50.620706,2024-10-17,tablet,India,google,cpc,brand_search,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,14,Thursday,1642
T0000062,1092277.9403149281.1725472376,1092277.9403149281,2024-09-04 17:49:24.053106,2024-09-04,desktop,Brazil,(direct),(none),(direct),Direct,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,17,Wednesday,1642
T0001934,7246563.9792075886.1729696386,7246563.9792075886,2024-10-23 15:06:50.021301,2024-10-23,tablet,Germany,newsletter,email,weekly_drop,Email,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,15,Wednesday,1642
T0001589,6708648.1604737271.1729077885,6708648.1604737271,2024-10-16 11:20:20.313974,2024-10-16,tablet,Germany,google,organic,(organic),Organic Search,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,11,Wednesday,1642
T0002507,4288008.4605198929.1730667829,4288008.4605198929,2024-11-03 21:03:00.453564,2024-11-03,desktop,Japan,(direct),(none),(direct),Direct,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,21,Sunday,1642
T0000356,4421673.4625565720.1726386741,4421673.4625565720,2024-09-15 07:55:33.995679,2024-09-15,mobile,India,(direct),(none),(direct),Direct,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,7,Sunday,1642
T0001086,5761330.1445772963.1727988914,5761330.1445772963,2024-10-03 21:05:05.762044,2024-10-03,desktop,Australia,newsletter,email,weekly_drop,Email,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,21,Thursday,1642
T0000619,1840347.5411763842.1726972804,1840347.5411763842,2024-09-22 02:42:35.692505,2024-09-22,mobile,Germany,newsletter,email,weekly_drop,Email,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,2,Sunday,1642
T0003353,6362083.2638073510.1732188265,6362083.2638073510,2024-11-21 11:21:51.494710,2024-11-21,mobile,United States,google,cpc,brand_search,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,11,Thursday,1642
T0002694,4465184.1444492550.1730995550,4465184.1444492550,2024-11-07 16:11:04.733172,2024-11-07,desktop,United Kingdom,partners,affiliate,coupon_partners,Affiliate,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,16,Thursday,1642
T0001747,8420655.8264334051.1729341551,8420655.8264334051,2024-10-19 12:42:17.396074,2024-10-19,desktop,Singapore,google,cpc,brand_search,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,12,Saturday,1642
T0000261,7359953.5759021270.1726117589,7359953.5759021270,2024-09-12 05:29:39.689971,2024-09-12,desktop,Singapore,google,organic,(organic),Organic Search,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,5,Thursday,1642
T0001595,1751176.6528032552.1729082558,1751176.6528032552,2024-10-16 13:04:47.369518,2024-10-16,desktop,United States,facebook,paid_social,prospecting_broad,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,13,Wednesday,1642
T0003866,3041599.8733135079.1732695734,3041599.8733135079,2024-11-27 08:27:21.537116,2024-11-27,tablet,India,google,cpc,brand_search,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,8,Wednesday,1642
T0004346,7279834.3436910996.1732922653,7279834.3436910996,2024-11-29 23:24:56.842026,2024-11-29,mobile,France,(direct),(none),(direct),Direct,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,23,Friday,1642
T0001031,9742782.8823089130.1727851595,9742782.8823089130,2024-10-02 06:37:35.183616,2024-10-02,desktop,Japan,(direct),(none),(direct),Direct,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,6,Wednesday,1642
T0000810,4326551.9744393514.1727392221,4326551.9744393514,2024-09-26 23:15:34.805651,2024-09-26,mobile,Singapore,(direct),(none),(direct),Direct,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,23,Thursday,1642
T0000458,1764122.5783145406.1726609471,1764122.5783145406,2024-09-17 21:45:01.159494,2024-09-17,desktop,United States,facebook,paid_social,prospecting_broad,Paid,42.16,42.16,1.0,1,1,['Apparel'],1,True,,42.16,21,Tuesday,1642
T0002750,6346616.1864150113.1731089524,6346616.1864150113,2024-11-08 18:29:46.118056,2024-11-08,desktop,United States,google,organic,(organic),Organic Search,42.06,42.06,2.0,2,2,['Drinkware' 'Office'],1,True,,21.03,18,Friday,1643
T0001380,5661372.8510895709.1728656919,5661372.8510895709,2024-10-11 14:35:33.873496,2024-10-11,desktop,Australia,google,cpc,brand_search,Paid,42.03,42.03,2.0,2,2,['Drinkware' 'Lifestyle'],1,True,,21.02,14,Friday,1644
T0003412,4887210.2719636072.1732280373,4887210.2719636072,2024-11-22 13:05:21.120504,2024-11-22,mobile,United States,google,organic,(organic),Organic Search,41.89,41.89,1.0,1,1,['Apparel'],1,True,,41.89,13,Friday,1645
T0003720,6350443.1924212893.1732620464,6350443.1924212893,2024-11-26 11:23:42.416037,2024-11-26,desktop,Australia,google,cpc,brand_search,Paid,41.89,41.89,1.0,1,1,['Apparel'],1,True,,41.89,11,Tuesday,1645
T0002218,2629392.1051209680.1730196452,2629392.1051209680,2024-10-29 10:16:26.674952,2024-10-29,desktop,India,(direct),(none),(direct),Direct,41.89,41.89,1.0,1,1,['Apparel'],1,True,,41.89,10,Tuesday,1645
T0002405,1372703.5135355311.1730503617,1372703.5135355311,2024-11-01 23:30:13.326135,2024-11-01,mobile,United States,newsletter,email,weekly_drop,Email,41.89,41.89,1.0,1,1,['Apparel'],1,True,,41.89,23,Friday,1645
T0000133,5022436.8699870491.1725747774,5022436.8699870491,2024-09-07 22:34:32.557396,2024-09-07,mobile,United States,(direct),(none),(direct),Direct,41.89,41.89,1.0,1,1,['Apparel'],1,True,,41.89,22,Saturday,1645
T0004294,1110343.8046581785.1732905676,1110343.8046581785,2024-11-29 18:44:40.310746,2024-11-29,mobile,United States,(direct),(none),(direct),Direct,41.86,41.86,2.0,2,1,['Office'],1,True,,20.93,18,Friday,1646
T0000543,4142436.1331850686.1726796068,4142436.1331850686,2024-09-20 01:38:48.213800,2024-09-20,desktop,France,(direct),(none),(direct),Direct,41.84,41.84,3.0,3,3,['Accessories' 'Drinkware' 'Stationery'],1,True,,13.95,1,Friday,1647
T0000255,3162163.6445106386.1726095741,3162163.6445106386,2024-09-11 22:59:10.706897,2024-09-11,mobile,India,(direct),(none),(direct),Direct,41.72,41.72,3.0,2,1,['Stationery'],1,True,,13.91,22,Wednesday,1648
T0000236,2309218.5845575236.1726064400,2309218.5845575236,2024-09-11 14:35:42.981006,2024-09-11,mobile,United States,google,organic,(organic),Organic Search,41.67,41.67,3.0,3,2,['Apparel' 'Office'],1,True,,13.89,14,Wednesday,1649
T0004187,9377685.7221162373.1732846628,9377685.7221162373,2024-11-29 02:21:12.641018,2024-11-29,mobile,United States,google,cpc,brand_search,Paid,41.49,41.49,3.0,2,2,['Apparel' 'Drinkware'],1,True,,13.83,2,Friday,1650
T0002101,7778345.8076647934.1729981611,7778345.8076647934,2024-10-26 22:25:51.849628,2024-10-26,desktop,Brazil,google,organic,(organic),Organic Search,41.48,41.48,2.0,2,1,['Drinkware'],1,True,,20.74,22,Saturday,1651
T0001426,1219911.9357748253.1728736741,1219911.9357748253,2024-10-12 12:49:22.204211,2024-10-12,mobile,United States,(direct),(none),(direct),Direct,41.48,41.48,2.0,2,1,['Drinkware'],1,True,,20.74,12,Saturday,1651
T0003841,4727202.4570155977.1732671130,4727202.4570155977,2024-11-27 01:29:55.677795,2024-11-27,desktop,Mexico,(direct),(none),(direct),Direct,41.48,41.48,2.0,2,1,['Drinkware'],1,True,,20.74,1,Wednesday,1651
T0002927,1047715.3589811599.1731401134,1047715.3589811599,2024-11-12 08:50:54.631246,2024-11-12,mobile,United States,(direct),(none),(direct),Direct,41.18,41.18,2.0,2,1,['Drinkware'],1,True,,20.59,8,Tuesday,1652
T0001000,4869399.8955470248.1727792026,4869399.8955470248,2024-10-01 14:11:58.140444,2024-10-01,tablet,United States,partners,affiliate,coupon_partners,Affiliate,41.18,41.18,2.0,1,1,['Headgear'],1,True,,20.59,14,Tuesday,1652
T0003146,9719022.9461736946.1731821004,9719022.9461736946,2024-11-17 05:29:49.528051,2024-11-17,mobile,India,facebook,paid_social,prospecting_broad,Paid,41.12,41.12,3.0,3,3,['Apparel' 'Office' 'Stationery'],1,True,,13.71,5,Sunday,1653
T0004138,2526713.5951769885.1732827686,2526713.5951769885,2024-11-28 20:58:07.631737,2024-11-28,desktop,United States,google,cpc,brand_search,Paid,41.08,41.08,1.0,1,1,['Bags'],1,True,,41.08,20,Thursday,1654
T0004107,5161541.3569579926.1732816098,5161541.3569579926,2024-11-28 17:50:16.111384,2024-11-28,mobile,United States,google,cpc,shopping_feed,Paid,41.08,41.08,1.0,1,1,['Bags'],1,True,,41.08,17,Thursday,1654
T0000119,8940861.5084804927.1725717619,8940861.5084804927,2024-09-07 13:59:42.396681,2024-09-07,mobile,Germany,google,cpc,brand_search,Paid,41.08,41.08,1.0,1,1,['Bags'],1,True,,41.08,13,Saturday,1654
T0002603,9526612.5235282574.1730838566,9526612.5235282574,2024-11-05 20:32:39.308694,2024-11-05,mobile,United States,newsletter,email,weekly_drop,Email,41.05,41.05,3.0,2,2,['Accessories' 'Office'],1,True,,13.68,20,Tuesday,1655
T0002978,7554671.2520560476.1731501034,7554671.2520560476,2024-11-13 12:35:59.170162,2024-11-13,mobile,United States,google,organic,(organic),Organic Search,41.01,41.01,1.0,1,1,['Accessories'],1,True,,41.01,12,Wednesday,1656
T0000183,9930069.9033935092.1725915811,9930069.9033935092,2024-09-09 21:04:54.142450,2024-09-09,desktop,United States,youtube.com,referral,(referral),Referral,41.01,41.01,1.0,1,1,['Accessories'],1,True,,41.01,21,Monday,1656
T0000480,6442505.4287947399.1726680354,6442505.4287947399,2024-09-18 17:25:49.495380,2024-09-18,mobile,Brazil,google,cpc,shopping_feed,Paid,41.01,41.01,1.0,1,1,['Accessories'],1,True,,41.01,17,Wednesday,1656
T0002510,2408707.1028059450.1730674252,2408707.1028059450,2024-11-03 22:45:09.061117,2024-11-03,desktop,United States,google,cpc,shopping_feed,Paid,41.01,41.01,1.0,1,1,['Accessories'],2,False,17,41.01,22,Sunday,1656
T0003569,2400701.8385165275.1732518500,2400701.8385165275,2024-11-25 07:00:36.048566,2024-11-25,desktop,United States,(direct),(none),(direct),Direct,41.01,41.01,1.0,1,1,['Accessories'],1,True,,41.01,7,Monday,1656
T0000415,7922857.4860875448.1726505369,7922857.4860875448,2024-09-16 16:49:23.473292,2024-09-16,mobile,United States,google,cpc,brand_search,Paid,41.01,41.01,1.0,1,1,['Accessories'],1,True,,41.01,16,Monday,1656
T0003097,9771024.4063952619.1731724372,9771024.4063952619,2024-11-16 02:39:19.874109,2024-11-16,desktop,United Kingdom,google,cpc,shopping_feed,Paid,40.94,40.94,2.0,2,2,['Accessories' 'Drinkware'],2,False,6,20.47,2,Saturday,1657
T0003303,3697844.2786839353.1732089322,3697844.2786839353,2024-11-20 08:02:32.697375,2024-11-20,mobile,United States,newsletter,email,weekly_drop,Email,40.93,40.93,2.0,2,2,['Accessories' 'Stationery'],1,True,,20.47,8,Wednesday,1658
T0001266,3619635.4172399444.1728404930,3619635.4172399444,2024-10-08 16:34:07.219419,2024-10-08,mobile,Singapore,(direct),(none),(direct),Direct,40.79,40.79,2.0,2,2,['Accessories' 'Stationery'],1,True,,20.4,16,Tuesday,1659
T0003560,5751769.6067350869.1732510298,5751769.6067350869,2024-11-25 04:49:56.120922,2024-11-25,tablet,India,google,cpc,shopping_feed,Paid,40.76,40.76,2.0,2,2,['Drinkware' 'Stationery'],1,True,,20.38,4,Monday,1660
T0002980,1057772.4363536523.1731502017,1057772.4363536523,2024-11-13 12:53:22.856341,2024-11-13,desktop,India,(direct),(none),(direct),Direct,40.75,40.75,2.0,2,2,['Drinkware' 'Stationery'],1,True,,20.38,12,Wednesday,1661
T0003279,4214646.9633531412.1732048223,4214646.9633531412,2024-11-19 20:47:47.979859,2024-11-19,tablet,United States,(direct),(none),(direct),Direct,40.75,40.75,2.0,2,2,['Drinkware' 'Stationery'],1,True,,20.38,20,Tuesday,1661
T0001745,8211091.1825625659.1729339463,8211091.1825625659,2024-10-19 11:57:11.268674,2024-10-19,desktop,Canada,google,cpc,shopping_feed,Paid,40.75,40.75,2.0,2,2,['Drinkware' 'Stationery'],1,True,,20.38,11,Saturday,1661
T0000441,4579766.7948911437.1726559287,4579766.7948911437,2024-09-17 07:40:36.814759,2024-09-17,desktop,Australia,(direct),(none),(direct),Direct,40.63,40.63,2.0,2,2,['Apparel' 'Headgear'],1,True,,20.32,7,Tuesday,1662
T0002166,3453502.5721340478.1730097127,3453502.5721340478,2024-10-28 06:31:53.389460,2024-10-28,desktop,United States,google,cpc,shopping_feed,Paid,40.54,40.54,2.0,2,2,['Accessories' 'Drinkware'],1,True,,20.27,6,Monday,1663
T0003848,7527311.8830856611.1732677753,7527311.8830856611,2024-11-27 03:29:02.152625,2024-11-27,mobile,United States,(direct),(none),(direct),Direct,40.31,40.31,1.0,1,1,['Electronics'],1,True,,40.31,3,Wednesday,1664
T0001771,9257663.7339337797.1729377713,9257663.7339337797,2024-10-19 22:35:47.105571,2024-10-19,desktop,Canada,(direct),(none),(direct),Direct,40.27,40.27,2.0,2,2,['Apparel' 'Drinkware'],1,True,,20.14,22,Saturday,1665
T0004330,8132087.6618361268.1732917769,8132087.6618361268,2024-11-29 21:56:05.382863,2024-11-29,mobile,India,google,organic,(organic),Organic Search,40.26,40.26,2.0,2,2,['Accessories' 'Drinkware'],1,True,,20.13,21,Friday,1666
T0001149,7969215.6584410635.1728154415,7969215.6584410635,2024-10-05 18:46:16.210860,2024-10-05,desktop,Australia,google,organic,(organic),Organic Search,39.67,39.67,1.0,1,1,['Lifestyle'],1,True,,39.67,18,Saturday,1667
T0002715,3048925.9376560845.1731043340,3048925.9376560845,2024-11-08 05:15:59.658498,2024-11-08,mobile,United States,google,cpc,brand_search,Paid,39.63,39.63,3.0,2,2,['Accessories' 'Apparel'],1,True,,13.21,5,Friday,1668
T0004314,5387062.7333536538.1732911075,5387062.7333536538,2024-11-29 20:12:39.158888,2024-11-29,mobile,United Kingdom,google,cpc,brand_search,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,20,Friday,1669
T0002209,5466717.3504557701.1730182094,5466717.3504557701,2024-10-29 06:15:12.866550,2024-10-29,desktop,United States,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,6,Tuesday,1669
T0003707,3405194.7485055308.1732612585,3405194.7485055308,2024-11-26 09:20:10.470152,2024-11-26,desktop,Australia,google,cpc,brand_search,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,9,Tuesday,1669
T0002605,8045348.8049482981.1730839879,8045348.8049482981,2024-11-05 21:00:13.835297,2024-11-05,mobile,Germany,youtube.com,referral,(referral),Referral,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,21,Tuesday,1669
T0000586,9131351.5257072236.1726920348,9131351.5257072236,2024-09-21 12:01:10.752182,2024-09-21,mobile,Germany,google,cpc,brand_search,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,12,Saturday,1669
T0003527,4947469.7606225380.1732472641,4947469.7606225380,2024-11-24 18:15:35.840549,2024-11-24,desktop,Japan,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,18,Sunday,1669
T0002747,2642399.3775250219.1731086576,2642399.3775250219,2024-11-08 17:30:01.016850,2024-11-08,desktop,India,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,17,Friday,1669
T0002853,7635009.2678884337.1731270079,7635009.2678884337,2024-11-10 20:19:59.680297,2024-11-10,mobile,United States,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,20,Sunday,1669
T0003892,4483168.6406405257.1732712099,4483168.6406405257,2024-11-27 12:54:27.761872,2024-11-27,mobile,Japan,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,12,Wednesday,1669
T0001982,9678685.5187330096.1729787716,9678685.5187330096,2024-10-24 16:41:15.727107,2024-10-24,mobile,United States,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,16,Thursday,1669
T0002347,1099113.5764232425.1730411533,1099113.5764232425,2024-10-31 21:47:07.391684,2024-10-31,desktop,Japan,google,organic,(organic),Organic Search,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,21,Thursday,1669
T0002373,8939770.2336592374.1730473759,8939770.2336592374,2024-11-01 15:03:08.577915,2024-11-01,desktop,United States,google,cpc,shopping_feed,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,15,Friday,1669
T0001881,7846910.8131644854.1729613731,7846910.8131644854,2024-10-22 16:20:11.694325,2024-10-22,desktop,United States,youtube.com,referral,(referral),Referral,39.54,39.54,2.0,1,1,['Apparel'],2,False,8,19.77,16,Tuesday,1669
T0001211,9670697.8172169386.1728290329,9670697.8172169386,2024-10-07 08:53:37.808736,2024-10-07,desktop,Germany,google,organic,(organic),Organic Search,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,8,Monday,1669
T0002018,6410767.2330363140.1729842283,6410767.2330363140,2024-10-25 07:52:54.352219,2024-10-25,desktop,Japan,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,7,Friday,1669
T0001227,4411655.7767176532.1728327247,4411655.7767176532,2024-10-07 18:49:23.762501,2024-10-07,desktop,United States,google,cpc,shopping_feed,Paid,39.54,39.54,2.0,1,1,['Apparel'],3,False,10,19.77,18,Monday,1669
T0000077,4910289.2125281330.1725565734,4910289.2125281330,2024-09-05 19:39:07.313069,2024-09-05,desktop,France,google,cpc,brand_search,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,19,Thursday,1669
T0001444,2017808.6274406285.1728780835,2017808.6274406285,2024-10-13 00:51:43.523593,2024-10-13,desktop,Japan,(direct),(none),(direct),Direct,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,0,Sunday,1669
T0000054,5827227.7278691026.1725446065,5827227.7278691026,2024-09-04 10:34:14.166070,2024-09-04,mobile,United States,google,cpc,shopping_feed,Paid,39.54,39.54,3.0,3,3,['Accessories' 'Drinkware' 'Stationery'],1,True,,13.18,10,Wednesday,1669
T0000579,8799392.4116613372.1726900927,8799392.4116613372,2024-09-21 06:55:18.590278,2024-09-21,mobile,Brazil,newsletter,email,weekly_drop,Email,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,6,Saturday,1669
T0003617,1748181.5307880812.1732549027,1748181.5307880812,2024-11-25 15:46:35.467235,2024-11-25,tablet,Canada,facebook,paid_social,prospecting_broad,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,15,Monday,1669
T0001411,7262366.3790367671.1728696878,7262366.3790367671,2024-10-12 01:38:34.579008,2024-10-12,desktop,United States,google,cpc,shopping_feed,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,1,Saturday,1669
T0000935,5405866.8396867913.1727655974,5405866.8396867913,2024-09-30 00:34:14.729997,2024-09-30,desktop,United States,google,organic,(organic),Organic Search,39.54,39.54,2.0,1,1,['Apparel'],3,False,8,19.77,0,Monday,1669
T0004319,5980326.6632484047.1732913465,5980326.6632484047,2024-11-29 20:49:16.096520,2024-11-29,tablet,United States,facebook,paid_social,prospecting_broad,Paid,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,20,Friday,1669
T0001153,6422493.1039019959.1728163011,6422493.1039019959,2024-10-05 21:06:50.787360,2024-10-05,desktop,United States,newsletter,email,weekly_drop,Email,39.54,39.54,2.0,1,1,['Apparel'],1,True,,19.77,21,Saturday,1669
