session_date,device_category,channel_group,country,user_type,sessions,viewed_product,added_to_cart,began_checkout,added_shipping,added_payment,purchased,revenue
2024-09-12,desktop,Affiliate,Australia,New,1,1,0,0,0,0,0,0.0
2024-09-13,mobile,Email,Singapore,New,1,1,0,0,0,0,0,0.0
2024-09-13,desktop,Email,Mexico,Returning,1,1,1,1,1,1,1,27.48
2024-11-12,desktop,Email,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-09-05,mobile,Email,United Kingdom,New,1,0,0,0,0,0,0,0.0
2024-09-05,tablet,Direct,United States,Returning,1,1,0,0,0,0,0,0.0
2024-09-06,mobile,Affiliate,Netherlands,New,2,1,0,0,0,0,0,0.0
2024-09-06,tablet,Referral,United States,Returning,2,2,0,0,0,0,0,0.0
2024-11-03,tablet,Paid,Canada,New,2,0,0,0,0,0,0,0.0
2024-09-29,desktop,Email,Canada,Returning,2,2,0,0,0,0,0,0.0
2024-10-01,desktop,Affiliate,United Kingdom,Returning,3,3,1,0,0,0,0,0.0
2024-10-02,tablet,Organic Search,Canada,New,1,0,0,0,0,0,0,0.0
2024-11-21,tablet,Organic Search,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-10-18,desktop,Affiliate,India,New,1,0,0,0,0,0,0,0.0
2024-10-20,tablet,Organic Search,Mexico,New,1,1,0,0,0,0,0,0.0
2024-11-07,tablet,Direct,Japan,New,3,3,0,0,0,0,0,0.0
2024-09-19,mobile,Referral,Netherlands,New,2,2,0,0,0,0,0,0.0
2024-10-22,desktop,Referral,India,Returning,3,2,0,0,0,0,0,0.0
2024-10-25,tablet,Paid,India,Returning,2,0,0,0,0,0,0,0.0
2024-09-11,desktop,Affiliate,United Kingdom,New,1,1,1,0,0,0,0,0.0
2024-09-14,mobile,Referral,Mexico,Returning,2,2,0,0,0,0,0,0.0
2024-09-23,mobile,Email,Singapore,New,1,1,0,0,0,0,0,0.0
2024-09-25,desktop,Referral,Mexico,New,1,0,0,0,0,0,0,0.0
2024-09-25,mobile,Email,Netherlands,Returning,2,1,0,0,0,0,0,0.0
2024-09-27,tablet,Paid,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-09-27,desktop,Organic Search,Australia,Returning,2,1,0,0,0,0,0,0.0
2024-10-29,tablet,Referral,India,Returning,1,1,0,0,0,0,0,0.0
2024-11-29,tablet,Paid,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-09-04,mobile,Referral,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-09-06,tablet,Direct,Mexico,New,1,1,0,0,0,0,0,0.0
2024-09-06,desktop,Affiliate,France,Returning,1,0,0,0,0,0,0,0.0
2024-10-02,tablet,Paid,Japan,Returning,2,2,1,0,0,0,0,0.0
2024-11-18,tablet,Paid,India,Returning,3,1,0,0,0,0,0,0.0
2024-10-18,desktop,Organic Search,Mexico,New,6,3,0,0,0,0,0,0.0
2024-11-26,tablet,Paid,India,Returning,4,4,3,0,0,0,0,0.0
2024-10-04,tablet,Referral,India,Returning,1,0,0,0,0,0,0,0.0
2024-10-05,tablet,Direct,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-10-05,desktop,Email,Germany,New,2,1,0,0,0,0,0,0.0
2024-10-07,tablet,Organic Search,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-10-07,desktop,Paid,Netherlands,Returning,2,1,0,0,0,0,0,0.0
2024-10-08,mobile,Organic Search,Netherlands,Returning,2,2,0,0,0,0,0,0.0
2024-11-07,tablet,Organic Search,India,New,3,0,0,0,0,0,0,0.0
2024-11-07,desktop,Email,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-09-21,mobile,Email,Canada,New,2,2,0,0,0,0,0,0.0
2024-10-24,mobile,Affiliate,Germany,Returning,2,2,0,0,0,0,0,0.0
2024-09-09,desktop,Affiliate,India,New,1,0,0,0,0,0,0,0.0
2024-09-14,tablet,Affiliate,United States,New,1,1,1,0,0,0,0,0.0
2024-09-22,desktop,Direct,Mexico,Returning,3,3,0,0,0,0,0,0.0
2024-09-24,mobile,Organic Search,Canada,Returning,4,4,0,0,0,0,0,0.0
2024-09-26,tablet,Email,United States,New,2,1,0,0,0,0,0,0.0
2024-09-26,mobile,Referral,India,Returning,1,1,0,0,0,0,0,0.0
2024-10-29,mobile,Referral,Singapore,Returning,2,1,0,0,0,0,0,0.0
2024-11-29,tablet,Paid,Australia,Returning,2,2,0,0,0,0,0,0.0
2024-09-01,tablet,Organic Search,United States,New,4,3,0,0,0,0,0,0.0
2024-09-03,mobile,Direct,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-09-06,mobile,Direct,Canada,Returning,2,1,0,0,0,0,0,0.0
2024-09-07,desktop,Email,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-10-31,tablet,Paid,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-03,desktop,Affiliate,United Kingdom,New,4,2,0,0,0,0,0,0.0
2024-11-04,desktop,Email,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-11-16,tablet,Referral,Canada,New,1,1,0,0,0,0,0,0.0
2024-10-12,tablet,Organic Search,United Kingdom,New,1,0,0,0,0,0,0,0.0
2024-10-13,tablet,Organic Search,Canada,New,1,1,0,0,0,0,0,0.0
2024-11-23,tablet,Paid,Australia,New,1,1,0,0,0,0,0,0.0
2024-10-16,tablet,Organic Search,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-10-08,tablet,Direct,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-06,tablet,Affiliate,United Kingdom,New,1,1,0,0,0,0,0,0.0
2024-09-17,mobile,Email,India,Returning,2,1,0,0,0,0,0,0.0
2024-09-17,desktop,Affiliate,Brazil,New,3,2,1,0,0,0,0,0.0
2024-09-18,desktop,Email,France,New,1,0,0,0,0,0,0,0.0
2024-10-21,desktop,Email,France,New,1,1,0,0,0,0,0,0.0
2024-09-16,tablet,Referral,Canada,New,2,0,0,0,0,0,0,0.0
2024-09-16,mobile,Direct,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-11-13,tablet,Organic Search,United Kingdom,New,2,1,0,0,0,0,0,0.0
2024-09-24,tablet,Organic Search,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-09-25,mobile,Affiliate,Germany,Returning,1,1,1,0,0,0,0,0.0
2024-10-30,tablet,Organic Search,Brazil,New,1,0,0,0,0,0,0,0.0
2024-09-03,desktop,Affiliate,Singapore,New,1,0,0,0,0,0,0,0.0
2024-09-04,mobile,Email,Germany,New,2,1,0,0,0,0,0,0.0
2024-09-05,mobile,Organic Search,Mexico,Returning,1,0,0,0,0,0,0,0.0
2024-09-07,desktop,Organic Search,Netherlands,Returning,3,3,2,1,1,1,1,182.44
2024-09-08,tablet,Direct,United Kingdom,New,1,0,0,0,0,0,0,0.0
2024-09-08,tablet,Paid,Australia,New,1,0,0,0,0,0,0,0.0
2024-10-31,mobile,Affiliate,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-10-31,tablet,Paid,United Kingdom,New,3,2,0,0,0,0,0,0.0
2024-10-02,desktop,Referral,Netherlands,New,1,1,0,0,0,0,0,0.0
2024-11-16,tablet,Direct,Australia,New,1,0,0,0,0,0,0,0.0
2024-10-09,mobile,Email,India,Returning,3,2,0,0,0,0,0,0.0
2024-10-10,tablet,Referral,Mexico,Returning,1,1,0,0,0,0,0,0.0
2024-10-16,tablet,Paid,Singapore,New,3,1,0,0,0,0,0,0.0
2024-10-16,mobile,Direct,Netherlands,Returning,3,2,0,0,0,0,0,0.0
2024-10-16,tablet,Paid,France,New,1,1,0,0,0,0,0,0.0
2024-10-04,mobile,Email,Netherlands,Returning,1,1,1,0,0,0,0,0.0
2024-11-14,desktop,Referral,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-09-27,mobile,Organic Search,Japan,Returning,4,4,1,0,0,0,0,0.0
2024-11-29,desktop,Affiliate,Netherlands,New,1,0,0,0,0,0,0,0.0
2024-11-29,tablet,Referral,Mexico,Returning,1,0,0,0,0,0,0,0.0
2024-11-02,mobile,Direct,Japan,Returning,4,4,2,1,0,0,0,0.0
2024-09-30,desktop,Affiliate,Brazil,Returning,1,0,0,0,0,0,0,0.0
2024-10-12,desktop,Referral,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-11-19,desktop,Email,United Kingdom,New,3,2,1,0,0,0,0,0.0
2024-11-22,tablet,Email,India,Returning,1,1,1,0,0,0,0,0.0
2024-11-23,tablet,Paid,Singapore,Returning,2,1,0,0,0,0,0,0.0
2024-10-16,tablet,Paid,Netherlands,New,1,0,0,0,0,0,0,0.0
2024-11-24,mobile,Affiliate,India,Returning,4,3,2,0,0,0,0,0.0
2024-11-25,tablet,Organic Search,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-11-06,mobile,Email,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-09-16,desktop,Affiliate,Germany,New,1,0,0,0,0,0,0,0.0
2024-09-21,tablet,Organic Search,Japan,New,1,1,0,0,0,0,0,0.0
2024-09-21,desktop,Email,Canada,Returning,2,2,2,1,0,0,0,0.0
2024-10-24,mobile,Affiliate,United States,Returning,2,2,0,0,0,0,0,0.0
2024-09-10,tablet,Organic Search,Singapore,New,2,2,0,0,0,0,0,0.0
2024-09-12,desktop,Organic Search,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-09-13,desktop,Affiliate,Japan,New,1,0,0,0,0,0,0,0.0
2024-09-15,tablet,Direct,France,New,1,1,0,0,0,0,0,0.0
2024-09-15,tablet,Paid,Germany,New,1,0,0,0,0,0,0,0.0
2024-11-10,tablet,Organic Search,France,Returning,1,1,0,0,0,0,0,0.0
2024-11-11,tablet,Direct,United Kingdom,Returning,1,1,1,1,0,0,0,0.0
2024-11-12,tablet,Affiliate,United States,New,1,0,0,0,0,0,0,0.0
2024-11-13,mobile,Email,Mexico,New,2,2,0,0,0,0,0,0.0
2024-09-23,desktop,Direct,Germany,Returning,3,3,1,1,1,1,1,101.85
2024-09-23,desktop,Paid,France,Returning,2,2,1,0,0,0,0,0.0
2024-09-24,desktop,Organic Search,Netherlands,New,2,2,0,0,0,0,0,0.0
2024-10-26,mobile,Email,Brazil,New,1,1,0,0,0,0,0,0.0
2024-10-26,tablet,Referral,Canada,New,2,1,0,0,0,0,0,0.0
2024-09-04,mobile,Email,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-11-03,tablet,Affiliate,Japan,New,1,1,1,1,1,1,1,54.85
2024-11-04,mobile,Referral,Netherlands,New,1,1,0,0,0,0,0,0.0
2024-11-19,mobile,Email,France,New,1,1,0,0,0,0,0,0.0
2024-11-24,tablet,Direct,Singapore,Returning,2,2,0,0,0,0,0,0.0
2024-11-06,desktop,Organic Search,Mexico,Returning,2,2,0,0,0,0,0,0.0
2024-11-08,mobile,Referral,Germany,Returning,2,1,0,0,0,0,0,0.0
2024-11-08,desktop,Organic Search,Netherlands,Returning,3,1,0,0,0,0,0,0.0
2024-09-18,mobile,Paid,Japan,Returning,3,3,0,0,0,0,0,0.0
2024-09-18,tablet,Email,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-09-15,desktop,Affiliate,Singapore,New,2,2,0,0,0,0,0,0.0
2024-11-13,tablet,Direct,Mexico,Returning,1,1,0,0,0,0,0,0.0
2024-09-23,tablet,Organic Search,Brazil,New,2,2,0,0,0,0,0,0.0
2024-09-06,tablet,Paid,Canada,New,2,1,1,1,1,1,1,32.17
2024-10-30,desktop,Affiliate,Germany,New,1,0,0,0,0,0,0,0.0
2024-11-16,mobile,Email,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-10-14,tablet,Paid,France,New,1,0,0,0,0,0,0,0.0
2024-10-16,desktop,Email,France,New,1,0,0,0,0,0,0,0.0
2024-10-16,tablet,Email,Germany,New,1,0,0,0,0,0,0,0.0
2024-10-18,tablet,Email,Germany,New,1,1,1,0,0,0,0,0.0
2024-11-24,tablet,Paid,France,New,2,2,1,0,0,0,0,0.0
2024-11-24,desktop,Referral,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-11-26,desktop,Affiliate,France,Returning,1,0,0,0,0,0,0,0.0
2024-10-07,tablet,Direct,United Kingdom,Returning,2,2,0,0,0,0,0,0.0
2024-10-09,tablet,Paid,Japan,New,1,0,0,0,0,0,0,0.0
2024-09-21,desktop,Email,India,Returning,1,1,0,0,0,0,0,0.0
2024-09-22,tablet,Referral,United Kingdom,New,1,0,0,0,0,0,0,0.0
2024-10-23,mobile,Referral,Singapore,Returning,1,1,0,0,0,0,0,0.0
2024-09-15,mobile,Email,India,New,3,3,0,0,0,0,0,0.0
2024-11-09,desktop,Referral,Australia,New,2,0,0,0,0,0,0,0.0
2024-11-12,mobile,Email,Netherlands,Returning,1,1,1,0,0,0,0,0.0
2024-09-24,tablet,Direct,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-10-26,desktop,Referral,France,New,2,2,0,0,0,0,0,0.0
2024-10-27,desktop,Affiliate,Germany,New,1,1,0,0,0,0,0,0.0
2024-10-28,desktop,Referral,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-30,tablet,Organic Search,Mexico,New,2,1,0,0,0,0,0,0.0
2024-09-05,desktop,Direct,Canada,New,3,2,0,0,0,0,0,0.0
2024-11-04,tablet,Referral,Brazil,New,1,1,0,0,0,0,0,0.0
2024-10-10,tablet,Paid,Japan,New,2,1,0,0,0,0,0,0.0
2024-10-16,desktop,Email,Canada,New,1,1,0,0,0,0,0,0.0
2024-10-20,tablet,Direct,Brazil,New,1,1,0,0,0,0,0,0.0
2024-11-24,tablet,Organic Search,Australia,New,1,1,0,0,0,0,0,0.0
2024-11-25,desktop,Affiliate,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-11-06,mobile,Email,France,New,1,1,0,0,0,0,0,0.0
2024-11-07,tablet,Email,India,New,1,0,0,0,0,0,0,0.0
2024-09-17,mobile,Direct,Mexico,Returning,1,0,0,0,0,0,0,0.0
2024-10-22,desktop,Affiliate,Germany,New,1,1,0,0,0,0,0,0.0
2024-10-24,desktop,Email,Canada,Returning,1,0,0,0,0,0,0,0.0
2024-11-27,mobile,Referral,Mexico,Returning,2,1,0,0,0,0,0,0.0
2024-09-13,desktop,Direct,Japan,Returning,1,0,0,0,0,0,0,0.0
2024-09-14,desktop,Organic Search,Brazil,Returning,3,2,0,0,0,0,0,0.0
2024-09-26,mobile,Referral,Mexico,New,1,1,0,0,0,0,0,0.0
2024-09-26,mobile,Organic Search,France,Returning,2,1,0,0,0,0,0,0.0
2024-09-27,mobile,Email,Brazil,Returning,1,1,1,1,1,1,1,53.99
2024-10-29,desktop,Email,Canada,New,2,2,0,0,0,0,0,0.0
2024-10-29,desktop,Direct,Mexico,Returning,3,2,0,0,0,0,0,0.0
2024-09-04,desktop,Referral,Netherlands,New,1,0,0,0,0,0,0,0.0
2024-10-31,desktop,Affiliate,United Kingdom,New,2,2,1,0,0,0,0,0.0
2024-09-29,mobile,Email,Singapore,New,1,1,1,0,0,0,0,0.0
2024-09-30,mobile,Referral,France,New,1,1,0,0,0,0,0,0.0
2024-10-01,tablet,Referral,India,New,2,0,0,0,0,0,0,0.0
2024-10-01,desktop,Organic Search,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-10-03,desktop,Email,Canada,Returning,2,2,0,0,0,0,0,0.0
2024-11-14,desktop,Referral,France,Returning,2,2,0,0,0,0,0,0.0
2024-11-18,tablet,Direct,Japan,New,1,1,0,0,0,0,0,0.0
2024-10-12,mobile,Affiliate,France,Returning,2,1,0,0,0,0,0,0.0
2024-10-18,tablet,Paid,Brazil,New,1,0,0,0,0,0,0,0.0
2024-10-04,mobile,Email,Mexico,Returning,1,1,0,0,0,0,0,0.0
2024-09-09,desktop,Referral,France,Returning,1,1,0,0,0,0,0,0.0
2024-09-10,mobile,Affiliate,Australia,Returning,1,0,0,0,0,0,0,0.0
2024-09-13,mobile,Email,India,New,1,0,0,0,0,0,0,0.0
2024-09-15,desktop,Referral,Canada,New,1,0,0,0,0,0,0,0.0
2024-09-05,desktop,Affiliate,Brazil,Returning,1,0,0,0,0,0,0,0.0
2024-10-02,tablet,Referral,India,Returning,1,0,0,0,0,0,0,0.0
2024-10-12,desktop,Affiliate,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-11-22,tablet,Paid,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-10-18,desktop,Referral,Australia,New,2,0,0,0,0,0,0,0.0
2024-11-25,tablet,Direct,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-25,desktop,Affiliate,India,Returning,3,2,0,0,0,0,0,0.0
2024-09-16,desktop,Paid,Mexico,Returning,2,1,0,0,0,0,0,0.0
2024-09-17,tablet,Referral,Japan,New,1,1,0,0,0,0,0,0.0
2024-09-20,tablet,Referral,United States,Returning,1,1,0,0,0,0,0,0.0
2024-10-24,desktop,Email,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-11-26,tablet,Affiliate,United States,Returning,1,1,0,0,0,0,0,0.0
2024-09-12,mobile,Paid,Mexico,Returning,1,1,0,0,0,0,0,0.0
2024-09-16,tablet,Organic Search,France,New,1,1,0,0,0,0,0,0.0
2024-11-09,tablet,Paid,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-11-10,desktop,Email,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-11-11,tablet,Paid,United Kingdom,Returning,2,2,0,0,0,0,0,0.0
2024-09-24,mobile,Affiliate,Brazil,New,1,0,0,0,0,0,0,0.0
2024-10-30,mobile,Affiliate,France,New,2,0,0,0,0,0,0,0.0
2024-09-01,desktop,Affiliate,Brazil,New,1,0,0,0,0,0,0,0.0
2024-09-04,tablet,Paid,Canada,New,2,1,0,0,0,0,0,0.0
2024-09-06,tablet,Referral,India,Returning,1,0,0,0,0,0,0,0.0
2024-09-07,mobile,Email,France,New,1,0,0,0,0,0,0,0.0
2024-09-09,desktop,Organic Search,Australia,Returning,1,1,1,0,0,0,0,0.0
2024-11-30,tablet,Organic Search,Netherlands,New,2,2,0,0,0,0,0,0.0
2024-10-09,tablet,Direct,India,New,1,0,0,0,0,0,0,0.0
2024-10-13,desktop,Referral,Japan,New,1,1,0,0,0,0,0,0.0
2024-11-21,desktop,Email,United Kingdom,New,2,0,0,0,0,0,0,0.0
2024-11-22,mobile,Email,Australia,New,1,1,0,0,0,0,0,0.0
2024-10-20,desktop,Email,Mexico,Returning,2,1,1,0,0,0,0,0.0
2024-11-25,mobile,Email,United Kingdom,Returning,2,2,1,0,0,0,0,0.0
2024-10-08,desktop,Affiliate,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-10-08,tablet,Direct,Mexico,New,1,1,0,0,0,0,0,0.0
2024-11-04,tablet,Email,India,Returning,1,0,0,0,0,0,0,0.0
2024-09-22,desktop,Referral,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-10-21,mobile,Affiliate,Australia,Returning,1,0,0,0,0,0,0,0.0
2024-10-24,tablet,Referral,India,New,1,1,0,0,0,0,0,0.0
2024-09-09,mobile,Email,Japan,New,1,0,0,0,0,0,0,0.0
2024-09-12,tablet,Direct,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-10,desktop,Referral,Japan,Returning,1,0,0,0,0,0,0,0.0
2024-11-12,tablet,Referral,Germany,New,2,1,0,0,0,0,0,0.0
2024-09-02,mobile,Direct,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-09-05,mobile,Referral,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-10-03,mobile,Referral,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-10-03,desktop,Email,Germany,New,1,0,0,0,0,0,0,0.0
2024-11-16,tablet,Direct,Canada,New,1,1,0,0,0,0,0,0.0
2024-10-18,mobile,Email,Singapore,New,2,2,0,0,0,0,0,0.0
2024-10-08,desktop,Direct,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-11-06,mobile,Referral,France,Returning,2,2,0,0,0,0,0,0.0
2024-09-17,tablet,Paid,Australia,Returning,2,2,1,0,0,0,0,0.0
2024-09-19,desktop,Direct,United Kingdom,Returning,2,2,0,0,0,0,0,0.0
2024-10-20,desktop,Affiliate,Japan,New,1,1,0,0,0,0,0,0.0
2024-10-21,desktop,Organic Search,Australia,Returning,2,0,0,0,0,0,0,0.0
2024-11-28,tablet,Email,Singapore,Returning,1,1,0,0,0,0,0,0.0
2024-09-10,mobile,Email,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-09-15,mobile,Email,France,Returning,1,1,0,0,0,0,0,0.0
2024-09-22,mobile,Affiliate,India,Returning,1,0,0,0,0,0,0,0.0
2024-09-23,desktop,Affiliate,India,New,1,0,0,0,0,0,0,0.0
2024-09-25,mobile,Referral,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-09-27,mobile,Referral,Mexico,Returning,1,1,1,0,0,0,0,0.0
2024-10-27,tablet,Referral,India,Returning,1,1,0,0,0,0,0,0.0
2024-09-07,mobile,Affiliate,United Kingdom,New,1,1,1,0,0,0,0,0.0
2024-11-04,tablet,Referral,France,Returning,1,0,0,0,0,0,0,0.0
2024-09-29,desktop,Affiliate,Singapore,Returning,2,1,0,0,0,0,0,0.0
2024-10-02,mobile,Referral,Canada,Returning,2,2,0,0,0,0,0,0.0
2024-11-14,mobile,Direct,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-15,mobile,Referral,Australia,New,1,0,0,0,0,0,0,0.0
2024-10-14,mobile,Affiliate,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-10-15,mobile,Email,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-10-17,mobile,Referral,Singapore,Returning,1,0,0,0,0,0,0,0.0
2024-10-18,mobile,Organic Search,Singapore,Returning,1,1,0,0,0,0,0,0.0
2024-11-24,desktop,Affiliate,Brazil,New,1,0,0,0,0,0,0,0.0
2024-10-05,tablet,Organic Search,India,New,1,0,0,0,0,0,0,0.0
2024-11-08,tablet,Organic Search,Canada,New,1,0,0,0,0,0,0,0.0
2024-09-18,desktop,Referral,Singapore,Returning,1,0,0,0,0,0,0,0.0
2024-09-12,tablet,Email,Canada,New,1,1,0,0,0,0,0,0.0
2024-09-14,desktop,Affiliate,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-09-16,mobile,Email,France,New,1,1,1,0,0,0,0,0.0
2024-09-26,tablet,Paid,Germany,Returning,2,2,1,0,0,0,0,0.0
2024-10-29,desktop,Affiliate,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-11-28,mobile,Email,Singapore,Returning,1,1,1,0,0,0,0,0.0
2024-09-05,mobile,Email,Australia,Returning,1,1,1,1,1,1,0,0.0
2024-11-02,mobile,Email,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-11-14,mobile,Email,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-10-13,tablet,Direct,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-10-15,tablet,Direct,Brazil,Returning,1,0,0,0,0,0,0,0.0
2024-10-19,mobile,Affiliate,Japan,Returning,1,0,0,0,0,0,0,0.0
2024-10-08,tablet,Organic Search,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-11-05,mobile,Referral,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-11-08,desktop,Email,Mexico,New,1,1,0,0,0,0,0,0.0
2024-09-16,desktop,Email,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-09-17,tablet,Paid,Mexico,Returning,1,0,0,0,0,0,0,0.0
2024-09-18,tablet,Referral,Australia,New,1,1,0,0,0,0,0,0.0
2024-09-22,tablet,Email,France,New,1,0,0,0,0,0,0,0.0
2024-09-26,mobile,Referral,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-09-26,tablet,Direct,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-09-05,tablet,Direct,Germany,New,1,1,0,0,0,0,0,0.0
2024-09-07,mobile,Affiliate,Singapore,Returning,1,1,0,0,0,0,0,0.0
2024-09-08,mobile,Email,Brazil,New,1,1,0,0,0,0,0,0.0
2024-10-31,mobile,Direct,Singapore,New,1,0,0,0,0,0,0,0.0
2024-11-04,tablet,Referral,United Kingdom,New,1,1,0,0,0,0,0,0.0
2024-09-28,mobile,Email,Canada,Returning,1,0,0,0,0,0,0,0.0
2024-09-28,tablet,Email,United States,Returning,1,1,1,0,0,0,0,0.0
2024-10-01,tablet,Direct,Mexico,New,1,0,0,0,0,0,0,0.0
2024-11-17,tablet,Paid,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-10-11,desktop,Direct,France,Returning,1,1,0,0,0,0,0,0.0
2024-10-07,mobile,Paid,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-09-10,mobile,Referral,Germany,New,1,1,0,0,0,0,0,0.0
2024-09-13,desktop,Direct,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-11-11,mobile,Referral,Singapore,Returning,1,1,0,0,0,0,0,0.0
2024-11-12,tablet,Direct,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-09-07,mobile,Affiliate,Germany,New,1,1,0,0,0,0,0,0.0
2024-09-09,desktop,Direct,Singapore,New,3,3,0,0,0,0,0,0.0
2024-09-09,tablet,Email,India,New,1,1,0,0,0,0,0,0.0
2024-11-16,tablet,Organic Search,Singapore,New,1,1,0,0,0,0,0,0.0
2024-10-12,mobile,Paid,India,New,36,21,0,0,0,0,0,0.0
2024-10-13,desktop,Organic Search,Singapore,Returning,3,1,0,0,0,0,0,0.0
2024-10-13,mobile,Paid,United Kingdom,New,22,11,1,0,0,0,0,0.0
2024-10-13,mobile,Direct,India,New,12,6,0,0,0,0,0,0.0
2024-10-13,desktop,Direct,Mexico,New,6,4,0,0,0,0,0,0.0
2024-10-13,desktop,Email,Australia,Returning,2,2,0,0,0,0,0,0.0
2024-10-15,mobile,Organic Search,United Kingdom,New,16,10,0,0,0,0,0,0.0
2024-11-19,desktop,Organic Search,United States,Returning,52,43,7,3,2,2,2,81.31
2024-11-19,desktop,Paid,France,New,14,7,1,1,0,0,0,0.0
2024-11-19,desktop,Paid,United States,New,119,67,10,3,3,1,1,112.97
2024-11-19,desktop,Paid,Mexico,Returning,8,6,0,0,0,0,0,0.0
2024-11-20,desktop,Paid,United States,Returning,77,53,9,6,6,6,6,458.55
2024-11-20,desktop,Organic Search,United States,New,93,56,7,3,2,2,2,329.8
2024-11-20,tablet,Organic Search,United States,Returning,4,3,1,0,0,0,0,0.0
2024-11-20,desktop,Email,United States,New,15,11,1,0,0,0,0,0.0
2024-11-21,mobile,Paid,Canada,Returning,15,14,3,0,0,0,0,0.0
2024-11-21,mobile,Paid,United Kingdom,New,23,13,2,0,0,0,0,0.0
2024-11-21,mobile,Email,United States,New,22,18,2,1,1,1,1,53.11
2024-11-21,mobile,Organic Search,Netherlands,Returning,6,4,1,1,1,0,0,0.0
2024-11-21,mobile,Referral,Brazil,New,3,2,0,0,0,0,0,0.0
2024-11-22,desktop,Direct,India,Returning,17,10,2,0,0,0,0,0.0
2024-11-22,mobile,Paid,United States,Returning,66,49,7,4,4,3,1,57.36
2024-11-22,desktop,Direct,Germany,Returning,8,6,2,0,0,0,0,0.0
2024-11-23,tablet,Paid,United States,Returning,8,5,0,0,0,0,0,0.0
2024-11-23,desktop,Paid,United States,Returning,59,44,6,1,1,1,1,33.39
2024-11-23,mobile,Paid,France,New,18,10,2,0,0,0,0,0.0
2024-11-23,tablet,Organic Search,Germany,Returning,4,3,0,0,0,0,0,0.0
2024-10-15,desktop,Paid,France,New,11,7,0,0,0,0,0,0.0
2024-10-15,desktop,Organic Search,Canada,New,12,7,2,1,1,1,1,58.44
2024-10-15,mobile,Referral,United States,Returning,12,7,1,0,0,0,0,0.0
